ID,num_bars,avg_bar_len,std_bar_len,avg_bar_conf,std_bar_conf,num_beats,avg_beat_len,std_beat_len,avg_beat_conf,std_beat_conf,num_tatums,avg_tatum_len,std_tatum_len,avg_tatum_conf,std_tatum_conf,num_sections,avg_section_len,std_section_len,avg_section_conf,std_section_conf,duration,key_val,key_conf,tempo_val,tempo_conf,genre
uTRYTTXW1447BF99D90,160,3.1227733749999995,0.29029475564692686,0.46668125000000005,0.2118900178121601,642,0.78194006230529589,0.025875466116093003,0.57691744548286694,0.18477466543164067,1284,0.39097003115264795,0.012937733536614768,0.57691744548286639,0.18477466543164084,21,23.937777619047619,16.086530677040667,-1,-1,502.69333,0,0.458,77.73,0.156,none
uTRDZPRW1447B86ADE7,62,2.256274032258065,0.21854050184495258,0.40569354838709681,0.21846942568326741,186,0.7654175806451613,0.023076278819314174,0.29429569892473112,0.18420516169316209,372,0.38344580645161286,0.12830968682011726,0.29429569892473134,0.18420516169316209,8,18.48163375,4.8078622797375798,-1,-1,147.85306,1,0.271,78.683,0.147,uClassical - 20th Century Classical
uTRUKJJB1447B8969FE,82,2.126772073170732,0.25525289087843728,0.54930487804878048,0.23885875451896457,325,0.54183735384615372,0.011808371414357111,0.38837230769230746,0.19403530171094946,650,0.2712031692307692,0.090539894190958356,0.38837230769230791,0.1940353017109496,6,30.515676666666668,20.054542275514269,-1,-1,183.09406,6,0.706,110.636,0.222,none
uTRPUYTO1447CDA79F6,148,2.5267335135135132,0.16458201251780877,0.52182432432432435,0.22799139730736573,595,0.63532799999999989,0.014895054986766893,0.49042857142857155,0.18004756474395348,1190,0.31741571428571425,0.0087834160743507864,0.49042857142857171,0.18004756474395356,16,23.620833125000001,16.761780536369308,-1,-1,377.93333,9,0.454,95.111,0.466,none
uTRNQSOD1447C70D1CF,125,1.6073212799999996,0.085536520368563171,0.47134399999999993,0.20594057799277926,501,0.4045001796407186,0.0082074786600855182,0.58296407185628729,0.20508636685758783,1002,0.20239266467065861,0.067580522956095471,0.58296407185628818,0.20508636685758783,9,22.964534444444443,8.7457629856419441,-1,-1,206.68082,0,0.198,148.69,0.371,uJazz - Dixieland
uTRPJGWY1447B98E715,144,1.2279047916666666,0.051842983600171977,0.41675000000000018,0.22052435932466868,435,0.41171666666666662,0.0099184189121289471,0.40658390804597722,0.17163551120489684,870,0.20603399999999994,0.068878007995145277,0.40658390804597727,0.17163551120489673,10,17.945333000000002,6.5575477587266571,-1,-1,179.45333,11,0.853,146.45,0.059000000000000004,none
uTRKAZWW1447C1BF16E,245,2.3356279183673467,0.17924589156864257,0.52283673469387737,0.19301869920398651,975,0.58869019487179475,0.0090858172635512723,0.50318153846153912,0.16498301036910934,1950,0.29434509743589743,0.00454291007668712,0.50318153846153835,0.16498301036910951,11,52.232729090909089,67.395958015209231,-1,-1,574.56,10,0.147,102.016,0.873,none
uTRCBEEF1447BFCD9CD,255,2.5365180000000001,0.16163885880445739,0.51028235294117663,0.2182183442495445,1025,0.63499962926829268,0.017047842116765504,0.52300487804878071,0.16519922924171979,2050,0.31749981463414628,0.0085239217565613243,0.52300487804878093,0.16519922924171962,22,29.644848636363633,20.550925906185366,-1,-1,652.18667,1,0.63,95.223,0.422,none
uTRAUXUD1447BA7472D,147,1.8992585714285715,0.12143516542320403,0.4739523809523809,0.19910781728122665,591,0.47739301184433158,0.0078655148758440766,0.55505245346869714,0.22045677613091111,1182,0.23869648900169199,0.0039327131988441651,0.55505245346869803,0.22045677613091086,11,25.736152727272724,9.2977183774086019,-1,-1,283.09769,3,0.734,125.726,0.6980000000000001,none
uTRJDGUJ134CEA0005A,96,2.1860237499999999,0.0045552289665285921,0.094572916666666687,0.09504623269665341,388,0.54700456185567015,0.0049950932174818398,0.81746134020618588,0.18208513373721852,776,0.27350229381443297,0.0024976810680705642,0.81746134020618511,0.18208513373721866,11,19.721360909090908,5.2054885133175537,-1,-1,216.93497,5,0.34900000000000003,109.812,0.8160000000000001,uOther
uTRMRSOI1447BC1821F,58,3.0004215517241373,0.11506767389314169,0.42722413793103453,0.23863961019766047,235,0.75316812765957442,0.013940474544895854,0.41054042553191505,0.15289824687579404,470,0.37570165957446811,0.015549226532417488,0.41054042553191511,0.15289824687579412,6,29.535783333333331,18.503690958446342,-1,-1,177.21469,7,0.63,79.265,0.41200000000000003,none
uTRNGIAZ1447C688C5E,277,1.6934350180505415,0.16387308984448984,0.44701444043321292,0.19420416089559825,1099,0.42765289353958136,0.014924061706956943,0.45444040036396743,0.18612166627060039,2198,0.21389814831665149,0.071730713634463192,0.4544404003639666,0.18612166627060048,20,23.674775999999998,8.4133991145519769,-1,-1,473.49551,6,0.53,140.671,0.085,uJazz - Avant-Garde Jazz
uTRTJLAC1447C95B5EC,165,1.3650795151515149,0.012605276038522635,0.48140606060606095,0.22984595360264987,663,0.34126211161387626,0.0033012800304925679,0.6578461538461533,0.10174128242043895,1326,0.17063106334841627,0.0016506361497473086,0.65784615384615452,0.10174128242043888,14,16.38571428571429,6.0432458460023355,-1,-1,229.4,7,0.47100000000000003,175.732,0.121,uReggae
uTRKIBIJ1447CA5C350,171,1.914455029239766,0.15956290242674595,0.48473684210526335,0.21177466726521105,684,0.48323109649122803,0.010798102746339938,0.39051754385964893,0.19402059782989911,1368,0.24161554824561401,0.0053990524935475211,0.39051754385964793,0.19402059782989917,12,27.789933333333337,16.398224332980046,-1,-1,333.47918,7,0.045,123.564,0.13,uRock - Roots Rock
uTRRAYSW1447C3FE17A,126,2.0539772222222221,0.13000559369308251,0.52492063492063501,0.21199470655171104,507,0.51777449704141998,0.0046645312696952839,0.42078698224852007,0.18093299180316957,1014,0.25888725838264298,0.0023322718306016087,0.4207869822485219,0.18093299180316966,8,33.100001250000005,26.360618951305202,-1,-1,264.8,9,0.28800000000000003,115.858,0.848,uAlternative Pop / Rock
uTRIBCGR1447C29468D,97,1.8308779381443299,0.10356403863717203,0.62102061855670121,0.19389709138896827,387,0.4612817571059431,0.002686738224549544,0.57408268733850154,0.13264770767500861,774,0.23064086563307487,0.0013433808059137436,0.57408268733850143,0.13264770767500858,5,37.399999999999999,35.311830858549939,-1,-1,187.0,1,0.833,130.017,0.917,none
uTRWCJPP1447C0855A1,55,2.9190294545454538,0.35802969382907168,0.47861818181818166,0.24049974416233538,216,0.74649888888888882,0.015064683088044232,0.39619907407407423,0.16407945286048001,432,0.37253349537037023,0.12486595018760975,0.39619907407407373,0.16407945286048023,7,23.010697142857143,7.9104350680165583,-1,-1,161.07488,11,0.883,80.145,0.123,none
uTRVBFKG1447C6B4CA2,189,3.0880598941798945,0.22667414944695838,0.45477248677248661,0.21037363104687737,756,0.7758560846560848,0.022487978170198077,0.59680555555555592,0.18768901025981888,1512,0.38809202380952368,0.12983132257344043,0.59680555555555515,0.18768901025981891,25,23.565584400000002,17.157391102548683,-1,-1,589.13959,8,0.463,77.867,0.013000000000000001,uJazz - Bebop
uTRWFGKI1447C51FB6B,167,1.682532754491018,0.10319971860116148,0.59118562874251501,0.17796499766040894,665,0.42309135338345866,0.0055164456222904674,0.36606616541353376,0.13272093561287759,1330,0.21154567669172927,0.002758225189541975,0.36606616541353415,0.13272093561287773,10,28.264490000000002,17.965206128811882,-1,-1,282.6449,7,0.624,141.528,0.5680000000000001,uCountry
uTRLJYEG1447C7D35F6,129,2.4599365891472869,0.23592074621319772,0.45815503875969005,0.20026519044911092,511,0.62439892367906069,0.013977403829893136,0.58633659491193812,0.2004392637323042,1022,0.31219946183953023,0.0069887027934964112,0.58633659491193812,0.20043926373230431,14,23.262041428571433,10.481475384906362,-1,-1,325.66857,8,0.296,95.542,0.33,uJazz - Soul Jazz
uTRNSBAE145612251D6,17,2.1649829411764707,0.11905973413102169,0.51617647058823535,0.19168148681482847,75,0.53368359999999981,0.0064481184108235827,0.4623733333333333,0.1464725479019495,150,0.26600086666666661,0.007723359280922746,0.4623733333333333,0.14647254790194947,3,13.453063333333333,5.5797323875512967,-1,-1,40.35918,10,0.13,112.885,0.763,uClassical - 20th Century Classical
uTROGTQS1447BAC5D0C,249,1.6740633333333332,0.16630586671838582,0.51146987951807221,0.20044288337170516,990,0.42283415151515147,0.01209563825873341,0.44784747474747527,0.1998976757655061,1980,0.21149523232323231,0.070782816440354446,0.4478474747474756,0.19989767576550618,19,22.066288421052633,11.223954930763636,-1,-1,419.2595,7,0.627,142.308,0.136,none
